store_id,product_id,forecast_7d,forecast_7d_lower,forecast_7d_upper,forecast_14d,forecast_14d_lower,forecast_14d_upper,forecast_30d,forecast_30d_lower,forecast_30d_upper,forecast_60d,forecast_60d_lower,forecast_60d_upper,forecast_acceleration,forecast_confidence_30d,is_trending_up,is_trending_down,is_stable
store_CH,COMMON00050,58.4,9.1,106.3,117.4,20.2,212.7,255.1,47.6,462.1,524.0,110.9,940.1,0.9697238058338408,1.624216300940439,0,0,1
store_CI,COMMON00050,79.4,8.3,150.6,159.0,16.8,302.3,342.2,41.8,650.5,689.9,85.7,1304.3,0.9857639463664958,1.778264680105171,0,0,1
store_CJ,COMMON00050,37.9,0.4,80.9,75.6,0.7,161.5,158.8,1.8,342.9,316.6,3.8,686.2,1.0038848666784388,2.146633102580239,0,0,1
store_CK,COMMON00050,54.9,5.3,106.6,109.9,10.8,214.3,235.0,22.6,458.5,477.7,50.6,927.1,0.9885954381752702,1.854104636324968,0,0,1
store_CM,COMMON00050,70.9,13.4,128.9,141.8,26.2,257.1,304.0,54.4,552.9,609.2,112.5,1108.6,0.9897626803164264,1.6392634001973034,0,0,1
store_CN,COMMON00050,68.6,5.3,139.2,136.8,9.3,277.3,291.8,21.7,591.9,574.9,40.0,1171.8,0.9972862957937584,1.95340870161014,0,0,1
store_CO,COMMON00050,214.9,63.3,368.6,430.9,123.9,734.8,930.5,275.0,1582.5,1880.5,575.0,3177.7,0.9866095340117835,1.4050075220287985,0,0,1
store_CP,COMMON00050,165.3,57.1,276.9,330.6,112.2,555.5,709.9,231.9,1193.6,1423.4,463.9,2387.8,0.9937278319940686,1.354507042253521,0,0,1
store_CQ,COMMON00050,13.2,0.7,26.5,26.5,1.8,52.8,57.0,3.9,113.9,115.9,8.2,230.2,0.9428571428571428,1.926444833625219,0,0,1
store_CS,COMMON00050,28.0,1.2,58.1,55.9,2.6,116.5,118.7,4.4,246.9,238.3,9.2,495.7,0.9860312243221035,2.041245791245791,0,0,1
store_CT,COMMON00050,37.1,6.0,69.3,74.7,12.1,138.8,161.8,26.5,299.6,335.2,63.2,609.5,0.9648058252427184,1.6868437306979618,0,0,1
store_AA,COMMON00012,62.2,11.2,112.5,124.5,21.2,227.2,267.7,47.1,488.0,541.3,101.0,982.7,0.9847485355427728,1.6463778939507094,0,0,1
store_AB,COMMON00012,47.6,5.7,91.7,95.2,10.5,183.0,204.2,20.7,390.6,408.1,41.1,782.3,0.9845559845559846,1.81057268722467,0,0,1
store_AC,COMMON00012,68.0,14.5,121.5,136.2,28.2,243.0,291.4,58.6,519.0,587.4,123.6,1045.5,0.9899068322981367,1.5794168096054888,0,0,1
store_AD,COMMON00012,104.3,27.1,183.7,209.2,54.3,368.5,451.6,115.7,788.8,917.3,247.1,1595.4,0.9832820061592609,1.490148328536639,0,0,1
store_AE,COMMON00012,33.1,1.8,66.5,66.4,3.5,133.3,142.1,6.1,284.7,290.4,16.7,575.5,0.9776508811656986,1.9592123769338958,0,0,1
store_AF,COMMON00012,169.1,15.8,330.6,333.9,26.4,662.0,696.4,52.1,1395.5,1320.3,82.7,2724.4,1.036194288982393,1.928786791098349,0,0,1
store_AG,COMMON00012,94.6,18.8,171.7,185.2,31.6,337.7,378.3,53.4,705.5,683.1,66.8,1334.8,1.0632797572215353,1.7233086680761098,0,0,1
store_AH,COMMON00012,184.0,53.4,319.6,367.2,105.1,636.2,781.8,214.7,1353.8,1555.7,418.4,2697.1,1.0048055919615553,1.4568359125207826,0,0,1
store_AI,COMMON00012,203.4,17.5,407.2,396.4,26.7,801.5,798.5,40.3,1669.9,1413.6,50.1,3158.7,1.087603600392122,2.0405709992486853,0,0,1
store_AJ,COMMON00012,99.4,16.3,181.8,198.6,33.9,361.6,423.5,75.3,776.7,846.4,148.1,1547.6,0.9988276670574444,1.6558073654390937,0,0,1
store_BA,COMMON00012,152.6,16.1,297.0,301.7,32.0,587.4,631.1,64.8,1243.7,1198.1,104.8,2423.8,1.0313830626084213,1.8677122940430926,0,0,1
store_BB,COMMON00012,82.3,9.4,157.7,163.9,18.9,316.5,347.8,37.4,675.7,687.0,69.2,1343.7,1.0054569148069716,1.8347226214429433,0,0,1
store_BC,COMMON00012,180.5,63.6,294.9,361.5,129.4,592.8,778.8,284.5,1274.2,1573.5,583.8,2564.2,0.9894748382852757,1.2706380793426628,0,0,1
store_BD,COMMON00012,89.8,4.2,183.1,179.3,8.8,366.3,384.0,19.3,784.2,764.5,38.9,1557.2,0.9944629014396456,1.99140848737308,0,0,1
store_BE,COMMON00012,90.1,5.8,188.4,180.0,11.7,377.9,383.5,24.5,796.8,769.9,49.4,1599.5,0.9990759563851414,2.0132950990615224,0,0,1
store_BF,COMMON00012,109.5,20.3,199.0,217.4,40.5,393.9,458.5,79.8,834.8,891.6,137.9,1643.5,1.0168704534901718,1.6463148713475795,0,0,1
store_BH,COMMON00012,52.7,4.0,101.3,105.6,9.8,203.4,227.2,23.0,435.5,463.0,55.2,876.3,0.9811344172769022,1.814782226132864,0,0,1
store_BI,COMMON00012,134.2,34.1,230.0,268.9,71.5,463.2,579.4,159.4,993.1,1171.0,327.9,1998.8,0.9875392464678179,1.438654012079379,0,0,1
store_BJ,COMMON00012,124.9,37.3,214.5,250.8,73.5,430.8,543.6,163.1,926.2,1110.7,347.6,1878.0,0.9793006115728399,1.4035313592054441,0,0,1
store_BK,COMMON00012,178.9,38.0,315.1,358.4,79.4,632.6,772.3,176.1,1360.5,1559.7,379.9,2737.5,0.9889259457168653,1.5334023821853964,0,0,1
store_BM,COMMON00012,402.2,151.8,653.6,800.2,293.3,1303.6,1695.6,618.7,2773.7,3332.3,1178.3,5518.6,1.0147852853610537,1.2708615910833285,0,0,1
store_BN,COMMON00012,36.8,1.5,80.9,73.6,2.7,161.8,157.9,5.9,347.2,321.0,13.1,699.6,0.9802006570185563,2.160126582278481,0,0,1
store_BO,COMMON00012,252.9,29.8,497.3,499.2,57.2,978.6,1043.3,116.9,2065.6,1969.7,198.6,4023.8,1.0358951953141,1.8676442399846656,0,0,1
store_BP,COMMON00012,65.7,7.6,124.5,131.6,15.8,249.4,281.3,30.0,536.8,569.8,66.9,1077.5,0.9904024923370686,1.8009950248756215,0,0,1
store_BQ,COMMON00012,142.4,35.9,246.9,285.5,77.6,490.9,615.1,178.1,1058.0,1250.3,377.7,2139.1,0.9873575704347425,1.430266579973992,0,0,1
store_BR,COMMON00012,436.6,108.9,764.6,873.1,209.0,1533.1,1868.8,448.0,3286.7,3761.1,917.0,6613.5,0.999648924640911,1.5189148697094548,0,0,1
store_BS,COMMON00012,42.9,1.4,94.3,84.9,2.2,187.1,176.0,3.2,395.8,340.9,3.6,781.8,1.0271348762968875,2.229415105053947,0,0,1
store_CA,COMMON00012,24.8,0.0,53.8,49.6,0.0,107.4,106.3,0.0,230.6,214.8,0.0,465.3,0.9724219056332506,2.167293233082707,0,0,1
store_CB,COMMON00012,89.0,20.4,158.2,178.2,42.3,316.6,382.7,94.9,677.0,772.0,190.1,1358.4,0.988925515759843,1.520637408568443,0,0,1
store_CD,COMMON00012,52.2,0.4,120.2,104.0,0.7,237.7,220.0,1.3,505.6,438.2,2.8,1009.6,1.003203074951954,2.291231258518855,0,0,1
store_CE,COMMON00012,45.3,1.2,91.9,91.0,3.1,185.5,195.1,4.9,399.2,399.7,13.4,803.8,0.9800245186413789,2.0199795081967213,0,0,1
store_CF,COMMON00012,177.9,20.1,336.7,351.3,38.4,668.3,731.0,77.1,1405.4,1388.8,139.1,2751.5,1.0387310237446477,1.8168513199288745,0,0,1
store_CG,COMMON00012,26.4,0.1,59.5,52.7,0.5,118.5,113.1,0.9,254.6,227.3,2.7,511.0,0.9745293466223698,2.241166077738516,0,0,1
store_CH,COMMON00012,30.5,1.4,60.6,61.4,3.1,122.0,133.7,8.8,262.5,274.1,20.4,534.2,0.9562127704044311,1.8961136023916294,0,0,1
store_CI,COMMON00012,10.4,0.5,20.7,20.9,1.0,41.3,44.6,2.0,88.1,89.0,3.9,175.4,0.9363745498199278,1.926174496644295,0,0,1
store_CJ,COMMON00012,70.6,9.3,135.1,140.4,18.4,268.7,297.0,36.9,572.0,584.6,68.3,1132.3,1.0085714285714285,1.8010770784247727,0,0,1
store_CK,COMMON00012,42.3,1.4,93.1,83.8,2.3,183.9,175.7,3.5,389.0,340.4,4.8,764.0,1.0144695819010314,2.1928327645051198,0,0,1
store_CL,COMMON00012,7.7,0.3,15.1,15.3,0.8,30.5,32.4,1.7,64.9,64.2,3.2,129.9,0.9322033898305085,1.9446153846153846,0,0,1
store_CM,COMMON00012,36.4,7.0,66.8,73.2,14.3,133.7,159.1,31.1,286.5,324.9,68.4,581.0,0.9623689080814314,1.6042713567839197,0,0,1
store_CN,COMMON00012,18.6,0.2,41.5,37.1,0.5,83.4,78.9,0.6,178.3,157.6,1.2,356.1,0.9733124018838304,2.249367088607595,0,0,1
store_CP,COMMON00012,73.1,21.2,127.8,147.2,43.0,253.4,320.4,98.7,546.9,662.5,216.7,1117.4,0.9687251523986217,1.3984399375975038,0,0,1
store_CQ,COMMON00012,32.2,2.1,65.0,64.5,4.4,131.4,138.7,8.2,281.3,284.5,20.6,571.7,0.9738884968242769,1.9675792507204615,0,0,1
store_CR,COMMON00012,29.1,2.8,55.2,58.5,5.5,111.2,126.9,14.5,242.0,260.5,34.6,491.7,0.9600791817881887,1.7913385826771653,0,0,1
store_CS,COMMON00012,18.5,0.7,38.8,37.1,1.1,77.8,79.7,2.7,165.8,162.0,5.8,335.5,0.958714803938504,2.0438596491228074,0,0,1
store_CT,COMMON00012,44.5,1.7,90.0,89.2,3.9,180.7,193.4,10.7,388.0,389.0,22.4,776.7,0.9710503345941227,1.949870801033592,0,0,1
store_AA,COMMON00052,110.3,30.4,192.0,220.2,57.8,383.0,470.9,124.0,815.9,934.1,238.0,1625.0,0.997497965212673,1.4690021231422505,0,0,1
store_AB,COMMON00052,292.5,108.1,480.1,581.7,208.1,954.6,1237.0,436.6,2035.7,2412.6,820.3,4009.1,1.0109447004608294,1.2926198367148978,0,0,1
store_AC,COMMON00052,502.1,235.0,774.6,1001.2,456.1,1545.3,2131.2,968.0,3294.6,4222.5,1897.9,6537.2,1.0082734246355276,1.0916342138600854,0,0,1
store_AD,COMMON00052,378.8,95.2,661.7,757.0,194.3,1319.6,1621.9,420.6,2825.1,3242.0,832.9,5641.0,0.9990944497683373,1.4824290998766954,0,0,1
store_AE,COMMON00052,111.6,28.3,196.3,224.3,58.3,393.2,485.6,127.9,843.8,993.9,280.9,1709.6,0.9788901233845971,1.4739551163269506,0,0,1
store_AF,COMMON00052,14.7,1.3,28.8,29.5,2.4,58.1,63.2,4.6,124.5,128.4,11.3,250.4,0.9516616314199394,1.8941548183254344,0,0,1
store_AG,COMMON00052,152.4,43.4,264.4,299.8,79.6,523.8,619.6,146.9,1103.7,1148.6,214.0,2109.3,1.0490569501170208,1.543972890108117,0,0,1
store_AH,COMMON00052,27.5,1.3,56.4,54.9,3.1,111.9,116.4,5.8,238.5,233.9,12.8,477.8,0.9870782483847809,1.9974248927038625,0,0,1
store_AI,COMMON00052,52.9,5.3,103.9,104.3,9.9,207.6,215.8,16.9,440.2,409.2,24.5,856.9,1.0361713241055106,1.9606299212598426,0,0,1
store_AJ,COMMON00052,64.0,8.2,123.5,127.4,17.4,244.2,270.1,34.9,519.7,532.9,63.1,1028.3,1.0043416854108909,1.7942264988897112,0,0,1
store_BA,COMMON00052,325.9,29.5,631.9,640.5,59.0,1257.0,1321.0,104.0,2646.0,2441.5,151.9,5092.9,1.0549201553733276,1.9241541139959126,0,0,1
store_BB,COMMON00052,48.8,2.2,103.1,97.6,3.6,205.1,210.1,7.6,437.7,422.7,17.4,880.6,0.9814305825568144,2.046146527117031,0,0,1
store_BC,COMMON00052,102.6,31.4,174.5,205.8,62.0,351.8,445.2,136.3,759.0,905.8,276.7,1532.5,0.9810671256454389,1.3983831125084214,0,0,1
store_BD,COMMON00052,109.4,8.4,216.2,219.1,17.6,436.2,471.2,35.1,934.2,951.5,74.0,1874.3,0.9887329035367839,1.9077021005728836,0,0,1
store_BE,COMMON00052,104.5,7.3,204.2,208.5,16.3,408.4,446.0,35.5,878.0,889.1,71.5,1751.6,0.9974546611517658,1.8885900022416497,0,0,1
store_BF,COMMON00052,80.6,10.9,156.2,159.2,19.4,311.3,331.6,32.9,649.5,628.0,48.2,1262.1,1.0323627358893348,1.858908652396744,0,0,1
store_BG,COMMON00052,30.0,1.0,67.5,59.9,1.8,134.8,127.9,3.0,290.0,256.3,6.8,580.4,0.9822110662446797,2.2421875,0,0,1
store_BH,COMMON00052,107.6,33.1,184.1,213.9,62.9,364.8,453.3,131.6,774.8,889.2,247.6,1535.0,1.0106133183056258,1.4186149095721214,0,0,1
store_BI,COMMON00052,104.3,26.9,185.2,207.9,52.3,367.1,442.6,108.8,780.2,877.8,208.7,1553.3,1.0031418312387792,1.5166026654619382,0,0,1
store_BJ,COMMON00052,141.4,54.0,230.0,283.3,108.7,460.9,609.0,227.9,993.8,1230.1,468.7,2001.3,0.9901960784313724,1.2574289935971104,0,0,1
store_BK,COMMON00052,151.4,35.2,268.3,300.8,69.2,532.4,634.5,142.3,1129.4,1237.9,256.1,2226.8,1.0178151260504202,1.5554680113457298,0,0,1
store_BL,COMMON00052,92.3,23.4,160.9,184.7,47.3,320.3,396.6,101.1,690.2,800.1,207.4,1392.4,0.9899184899184899,1.4850012603982858,0,0,1
store_BM,COMMON00052,46.6,4.6,90.0,93.5,9.4,179.5,201.9,19.5,387.5,414.4,46.5,786.7,0.9746914871365824,1.8217821782178218,0,0,1
store_BN,COMMON00052,95.7,0.9,217.4,188.8,4.1,427.8,391.1,7.0,900.8,738.1,7.0,1761.8,1.040707579657085,2.2847648261758686,0,0,1
store_BO,COMMON00052,62.8,3.7,131.5,124.3,6.1,263.4,261.1,12.7,561.8,500.2,15.7,1097.4,1.0190944988370205,2.1022205206738125,0,0,1
store_BP,COMMON00052,6.6,1.2,12.2,13.2,2.2,24.3,27.9,4.3,51.6,54.2,7.5,101.5,0.9153952843273231,1.6892857142857145,0,0,1
store_BQ,COMMON00052,14.6,0.5,30.0,29.2,0.9,59.5,62.5,1.7,128.7,124.9,3.2,256.5,0.9552889858233369,2.0287539936102235,0,0,1
store_BR,COMMON00052,166.0,31.2,298.8,333.2,64.2,596.1,718.2,143.5,1285.5,1469.9,323.1,2605.0,0.9864511528405039,1.5898649589308087,0,0,1
store_BS,COMMON00052,10.2,0.2,20.9,20.5,0.4,41.9,44.1,0.7,90.6,88.6,1.8,181.9,0.9281164695177433,2.0339366515837103,0,0,1
store_BT,COMMON00052,65.4,9.7,122.0,131.0,20.4,245.4,283.3,45.2,524.2,570.0,92.7,1048.0,0.9789930642183524,1.6901905434015525,0,0,1
store_CA,COMMON00052,88.3,6.5,176.1,175.1,11.4,348.8,368.5,20.7,736.9,711.5,30.1,1449.9,1.0186502595654683,1.943027672273467,0,0,1
store_CB,COMMON00052,79.7,14.1,146.0,160.1,26.9,292.1,345.9,63.4,626.8,707.8,143.9,1272.6,0.9789952094337306,1.6283236994219652,0,0,1
store_CC,COMMON00052,29.7,1.8,59.4,59.7,4.3,118.7,128.6,9.4,253.7,263.6,23.5,513.7,0.9672166739036042,1.8982128982128983,0,0,1
store_CD,COMMON00052,175.4,16.8,352.2,343.4,28.5,694.9,704.1,57.4,1466.3,1275.8,72.9,2806.9,1.0630947330141218,2.00071002556092,0,0,1
store_CH,COMMON00052,18.6,1.2,36.5,37.5,3.1,72.8,80.9,7.2,157.2,167.8,19.3,319.5,0.9501106759748,1.8518518518518519,0,0,1
store_CI,COMMON00052,19.3,0.9,40.1,38.7,1.4,80.9,83.4,3.5,173.1,169.9,8.2,349.7,0.9573412698412698,2.031137724550898,0,0,1
store_CJ,COMMON00052,11.5,0.0,26.1,22.8,0.1,52.4,48.9,0.1,112.7,94.7,0.1,221.7,0.9496284062758051,2.2979591836734694,0,0,1
store_CK,COMMON00052,63.7,7.4,123.1,127.7,16.1,245.4,276.3,32.5,530.3,560.6,72.2,1065.7,0.9774436090225563,1.8010130246020257,0,0,1
store_CM,COMMON00052,44.6,7.3,85.0,89.6,14.5,169.4,195.4,32.7,364.5,397.4,69.4,733.5,0.9634216589861752,1.6971867007672634,0,0,1
store_CN,COMMON00052,181.7,13.2,370.2,360.1,25.1,734.6,760.2,52.8,1565.4,1459.1,91.0,3060.4,1.0203279424977536,1.9894778376956466,0,0,1
store_CO,COMMON00052,27.4,2.9,53.0,55.1,5.5,106.4,118.7,10.7,229.0,243.1,26.4,464.1,0.9649019838009155,1.8375420875420876,0,0,1
store_CP,COMMON00052,66.6,17.9,117.5,133.8,34.6,233.3,290.3,78.1,504.1,593.6,167.7,1020.9,0.9731625347036188,1.4669421487603305,0,0,1
store_CQ,COMMON00052,35.2,1.9,75.3,70.3,3.6,151.2,151.3,7.9,322.8,302.7,14.6,646.3,0.9776872511804464,2.0799207397622195,0,0,1
store_CS,COMMON00052,8.7,1.7,15.8,17.4,3.4,31.9,37.1,6.8,68.1,74.6,13.8,136.5,0.9298183113644457,1.6478494623655913,0,0,1
store_CT,COMMON00052,38.3,3.8,75.8,76.5,8.1,153.3,163.2,15.9,327.0,326.7,30.5,652.0,0.9876224858174317,1.9050826699326397,0,0,1
store_AA,COMMON00043,201.8,48.6,351.2,397.1,94.8,701.5,821.1,181.2,1471.0,1531.8,275.1,2835.5,1.0494565500026,1.5706283487579151,0,0,1
store_AB,COMMON00043,286.1,92.9,470.7,565.1,182.4,933.3,1183.8,358.6,1994.4,2233.8,589.1,3859.2,1.033150368337426,1.3817045358560693,0,0,1
store_AC,COMMON00043,20.9,0.7,41.9,41.9,2.0,84.3,90.1,4.5,180.9,184.1,11.2,365.7,0.9620991253644314,1.9556541019955658,0,0,1
store_AD,COMMON00043,201.5,51.2,350.7,400.5,91.2,703.0,846.5,190.5,1493.3,1653.2,353.4,2956.6,1.016564365593206,1.5388613276635954,0,0,1
store_AE,COMMON00043,59.9,8.4,111.1,120.5,16.1,224.4,261.3,39.6,484.9,537.6,94.5,984.5,0.9712988487108805,1.7035195103289973,0,0,1
store_AF,COMMON00043,80.1,7.2,151.0,160.5,14.6,303.3,346.0,35.1,656.9,703.7,83.3,1322.5,0.9836266884977486,1.7965905807570064,0,0,1
store_AG,COMMON00043,98.9,33.5,163.1,197.2,66.7,327.7,420.4,142.1,703.6,830.4,270.4,1394.7,1.0010796949861667,1.3353151010701545,0,0,1
store_AH,COMMON00043,98.5,19.3,176.8,196.8,41.4,353.5,421.8,88.3,755.5,840.2,171.9,1506.9,0.9937449556093624,1.5814173974875563,0,0,1
store_AI,COMMON00043,403.2,58.8,752.6,797.8,111.3,1483.2,1665.9,221.8,3155.5,3199.8,363.4,6183.4,1.0354125471867697,1.7609243697478991,0,0,1
store_AJ,COMMON00043,96.9,25.4,170.9,193.8,48.5,342.8,416.0,105.0,732.3,837.2,215.0,1462.7,0.9911353562904875,1.5075702956020185,0,0,1
store_BA,COMMON00043,264.0,27.6,516.8,516.1,50.3,1012.8,1052.6,94.2,2119.7,1884.1,122.2,4025.7,1.0718345693715152,1.9240999335043223,0,0,1
store_BB,COMMON00043,136.5,24.6,247.2,272.1,48.6,498.2,579.8,97.2,1064.5,1148.8,180.7,2116.3,1.0037748798901853,1.6680462148646318,0,0,1
store_BC,COMMON00043,52.0,11.0,94.7,104.4,21.8,187.1,226.7,49.7,402.2,462.8,109.5,811.9,0.9702095901486412,1.5542328042328044,0,0,1
store_BD,COMMON00043,29.7,0.0,68.7,58.8,0.0,137.9,122.7,0.0,293.4,236.4,0.0,578.7,1.0126150698943064,2.3892508143322475,0,0,1
store_BE,COMMON00043,19.1,0.1,41.9,38.3,0.2,84.1,81.6,1.0,180.2,167.8,2.1,365.6,0.9675785207700102,2.1933904528763772,0,0,1
store_BF,COMMON00043,28.4,0.0,63.7,56.8,0.0,128.3,121.7,0.0,275.8,243.6,0.0,556.3,0.9760568220872953,2.264367816091954,0,0,1
store_BG,COMMON00043,55.1,3.8,117.8,109.0,7.0,235.6,227.8,11.5,498.1,441.1,21.1,980.5,1.023149294379797,2.1351469942957437,0,0,1
store_BH,COMMON00043,160.8,54.7,271.2,321.8,104.6,543.4,694.3,226.1,1161.4,1391.3,457.2,2329.0,0.9883018172133331,1.346918202764977,0,0,1
store_BI,COMMON00043,121.2,23.1,218.6,238.6,43.8,434.1,493.8,79.1,914.3,925.6,122.2,1762.6,1.0455486542443062,1.6910305729904835,0,0,1
store_BJ,COMMON00043,68.8,16.8,118.2,138.0,34.8,238.7,299.2,80.8,514.4,605.1,168.1,1036.2,0.9757019948945825,1.4487136652188437,0,0,1
store_BK,COMMON00043,67.1,6.1,133.3,133.6,10.4,262.2,283.1,22.0,557.3,558.1,40.1,1105.8,1.0051430568732211,1.8901836158192087,0,0,1
store_BL,COMMON00043,116.5,31.3,204.9,231.1,57.4,407.1,487.0,117.6,863.5,946.1,209.8,1696.6,1.018950437317784,1.531307739683843,0,0,1
store_BM,COMMON00043,75.3,12.3,139.7,150.3,24.5,277.6,320.2,51.8,591.4,639.4,98.2,1181.4,0.9984971711456859,1.6846706212925382,0,0,1
store_BN,COMMON00043,26.9,0.8,62.4,53.9,1.7,126.3,115.7,3.3,269.5,233.1,6.9,538.6,0.9712360091467083,2.2987910189982728,0,0,1
store_BO,COMMON00043,71.4,4.3,156.0,141.0,8.6,312.3,294.0,13.7,662.7,558.2,14.6,1296.5,1.0303030303030303,2.2067324039442364,0,0,1
store_BP,COMMON00043,129.3,21.4,242.9,259.4,44.6,480.5,557.4,98.2,1030.9,1139.3,213.7,2086.9,0.988834505965127,1.6730044843049328,0,0,1
store_BQ,COMMON00043,101.8,24.7,178.2,204.4,50.1,360.1,442.4,112.6,773.1,900.4,242.4,1562.0,0.9795368529091026,1.4926553672316385,0,0,1
store_BR,COMMON00043,111.3,24.5,202.4,222.9,47.8,401.3,476.7,100.1,858.6,970.3,214.7,1734.7,0.9943714821763604,1.5908137583892616,0,0,1
store_BS,COMMON00043,140.7,6.7,285.9,274.8,13.0,569.5,553.8,19.5,1183.6,996.8,22.2,2264.6,1.0829741379310345,2.101642895829572,0,0,1
store_BT,COMMON00043,92.1,17.9,167.3,183.7,34.0,333.4,392.5,71.5,710.2,782.7,147.2,1424.4,0.9980133646378905,1.6268466632705043,0,0,1
store_CB,COMMON00043,32.8,3.2,62.4,66.0,6.8,125.6,142.5,16.7,269.2,295.4,42.6,549.6,0.9661266568483062,1.770687237026648,0,0,1
store_CC,COMMON00043,89.7,27.0,154.5,179.7,53.6,308.2,382.8,111.4,657.6,778.1,232.3,1325.9,0.9964452343923573,1.4264821102115435,0,0,1
store_CD,COMMON00043,34.8,0.7,78.3,69.3,1.1,154.4,146.7,1.4,328.4,291.0,1.7,657.2,0.996278270827369,2.227520435967303,0,0,1
store_CE,COMMON00043,37.0,0.5,79.2,74.1,1.2,156.9,158.0,2.7,337.9,320.0,7.4,676.5,0.9849157054125999,2.120177103099304,0,0,1
store_CH,COMMON00043,29.5,2.9,57.0,59.4,6.2,114.5,128.8,13.8,245.9,263.4,33.3,498.9,0.9592456102319532,1.8006206361520558,0,0,1
store_CI,COMMON00043,87.6,15.1,161.2,175.6,30.1,322.3,377.4,66.2,691.8,762.8,137.7,1390.7,0.9869310500225327,1.6572185430463573,0,0,1
store_CJ,COMMON00043,48.6,2.9,97.1,96.8,6.1,194.1,203.7,11.2,408.8,402.4,18.7,815.6,1.0076715737093096,1.9509322865554468,0,0,1
store_CK,COMMON00043,11.4,0.3,23.4,22.8,0.7,46.9,48.8,1.5,100.4,99.8,4.0,203.2,0.943188086045229,2.0224948875255624,0,0,1
store_CL,COMMON00043,142.2,31.5,253.0,284.1,65.1,507.4,609.4,132.6,1085.5,1215.8,260.9,2175.5,0.9951478958663804,1.5634126333059886,0,0,1
store_CM,COMMON00043,162.4,50.5,273.4,322.0,95.1,543.7,679.2,190.1,1147.7,1307.2,331.7,2258.8,1.0202286719437115,1.4096864419255115,0,0,1
store_CN,COMMON00043,7.0,7.0,7.0,14.0,14.0,14.0,30.0,30.0,30.0,60.0,60.0,60.0,0.9090909090909091,0.0,0,0,1
store_CQ,COMMON00043,69.9,8.6,132.1,139.9,15.8,262.8,302.2,36.4,569.0,606.4,77.8,1143.2,0.9815577607189666,1.7618260006615944,0,0,1
store_CR,COMMON00043,50.7,7.2,96.9,101.3,13.4,193.8,218.2,30.0,414.1,433.5,58.4,823.5,0.9823043141307157,1.7595052679798444,0,0,1
store_CS,COMMON00043,91.7,10.6,178.0,179.4,20.1,352.5,364.4,33.7,734.5,662.1,51.4,1393.2,1.069678824169842,1.922633744855967,0,0,1
store_CT,COMMON00043,15.7,0.3,32.5,31.5,0.4,65.6,67.7,1.1,140.5,137.3,2.9,283.4,0.9517074156395231,2.056047197640118,0,0,1
store_AA,COMMON00030,110.1,24.2,196.0,219.0,48.1,392.1,459.2,94.0,829.1,903.5,173.0,1644.8,1.0208938616554366,1.6004789897670368,0,0,1
store_AB,COMMON00030,200.9,40.1,365.4,393.8,73.4,711.8,814.7,135.6,1497.9,1477.8,197.2,2856.5,1.0529534058945822,1.6719440353460973,0,0,1
store_AC,COMMON00030,188.4,71.7,309.4,376.7,142.2,616.4,807.1,304.8,1310.0,1619.1,608.2,2631.6,0.9967023471529088,1.2452923686818633,0,0,1
store_AD,COMMON00030,60.0,8.1,112.8,120.3,18.2,225.7,258.0,37.0,483.2,526.3,85.0,973.3,0.9852216748768473,1.7287872917473845,0,0,1
store_AE,COMMON00030,26.5,0.9,53.6,53.0,1.8,107.2,113.7,3.7,229.9,230.8,9.9,463.7,0.9731913330885053,1.9876977152899826,0,0,1
store_AF,COMMON00030,128.1,15.4,246.6,250.8,29.3,486.5,512.4,50.2,1016.4,932.8,68.9,1946.3,1.0651920838183935,1.8852682926829267,0,0,1
store_AG,COMMON00030,473.1,195.2,748.5,933.4,370.6,1483.7,1943.9,731.2,3137.8,3665.4,1244.0,6065.5,1.0414358357241917,1.2379629629629632,0,0,1
store_AH,COMMON00030,11.0,1.4,20.8,22.0,2.9,41.4,47.0,6.1,88.1,95.1,13.2,177.7,0.9428571428571428,1.7409766454352442,0,0,1
store_AI,COMMON00030,20.6,0.4,42.7,41.4,0.7,85.6,88.4,2.5,184.6,181.8,7.3,373.3,0.9659268521412941,2.0576271186440676,0,0,1
store_AJ,COMMON00030,361.8,128.6,592.1,721.7,255.8,1181.4,1539.3,542.2,2523.9,3056.1,1048.0,5045.2,1.0053630477672495,1.2873197349616736,0,0,1
store_BA,COMMON00030,289.0,26.8,560.8,567.4,53.5,1109.7,1166.1,104.2,2325.9,2140.5,145.8,4460.8,1.05942299937681,1.9050763162407827,0,0,1
store_BB,COMMON00030,302.4,42.5,559.1,598.4,90.7,1122.1,1252.5,169.2,2373.5,2405.0,288.2,4624.9,1.032258064516129,1.759779658310714,0,0,1
store_BC,COMMON00030,47.0,8.4,86.1,94.5,17.6,172.5,203.6,37.5,371.5,420.4,87.0,755.3,0.9749688839717883,1.6396661757486501,0,0,1
store_BD,COMMON00030,102.2,8.5,196.9,204.4,17.6,394.4,439.7,39.2,843.1,881.9,79.5,1684.7,0.9893833295685566,1.8278763074124602,0,0,1
store_BE,COMMON00030,106.8,7.5,222.6,212.6,13.0,441.7,449.7,22.5,940.6,890.5,42.3,1875.3,1.011076398750355,2.0411293908403736,0,0,1
store_BF,COMMON00030,143.0,20.9,260.5,283.7,38.3,522.3,598.2,79.6,1113.4,1158.1,132.0,2189.4,1.0193897918448815,1.7278957044960723,0,0,1
